Date,Adj Close
1993-01-29,25.627342224121094
1993-02-01,25.80961036682129
1993-02-02,25.864295959472656
1993-02-03,26.137699127197266
1993-02-04,26.247068405151367
1993-02-05,26.228851318359375
1993-02-08,26.228851318359375
1993-02-09,26.046567916870117
1993-02-10,26.08302116394043
1993-02-11,26.210615158081055
1993-02-12,26.010120391845703
1993-02-16,25.35393714904785
1993-02-17,25.335731506347656
1993-02-18,25.317481994628906
1993-02-19,25.40862274169922
1993-02-22,25.4997501373291
1993-02-23,25.481521606445312
1993-02-24,25.80961036682129
1993-02-25,25.864295959472656
1993-02-26,25.9007568359375
1993-03-01,25.82784080505371
1993-03-02,26.210615158081055
1993-03-03,26.319984436035156
1993-03-04,26.174165725708008
1993-03-05,26.10125732421875
1993-03-08,26.68452262878418
1993-03-09,26.593387603759766
1993-03-10,26.648052215576172
1993-03-11,26.575153350830078
1993-03-12,26.301755905151367
1993-03-15,26.429353713989258
1993-03-16,26.429353713989258
1993-03-17,26.26530647277832
1993-03-18,26.429353713989258
1993-03-19,26.38934898376465
1993-03-22,26.242839813232422
1993-03-23,26.297779083251953
1993-03-24,26.297779083251953
1993-03-25,26.462594985961914
1993-03-26,26.316089630126953
1993-03-29,26.425981521606445
1993-03-30,26.49921226501465
1993-03-31,26.48090934753418
1993-04-01,26.38934898376465
1993-04-02,25.839954376220703
1993-04-05,25.968149185180664
1993-04-06,25.8949031829834
1993-04-07,25.98644256591797
1993-04-08,25.9498233795166
1993-04-12,26.316089630126953
1993-04-13,26.37103271484375
1993-04-14,26.33441734313965
1993-04-15,26.33441734313965
1993-04-16,26.33441734313965
1993-04-19,26.22452163696289
1993-04-20,26.096330642700195
1993-04-21,26.078025817871094
1993-04-22,25.748376846313477
1993-04-23,25.63850975036621
1993-04-26,25.43705940246582
1993-04-27,25.711761474609375
1993-04-28,25.656814575195312
1993-04-29,25.766700744628906
1993-04-30,25.803314208984375
1993-05-03,25.968149185180664
1993-05-04,26.059694290161133
1993-05-05,26.13296890258789
1993-05-06,26.04140281677246
1993-05-07,25.98644256591797
1993-05-10,26.04140281677246
1993-05-11,26.151268005371094
1993-05-12,26.11466407775879
1993-05-13,25.803314208984375
1993-05-14,25.785005569458008
1993-05-17,25.876583099365234
1993-05-18,25.858259201049805
1993-05-19,26.38934898376465
1993-05-20,26.462594985961914
1993-05-21,26.22452163696289
1993-05-24,26.33441734313965
1993-05-25,26.38934898376465
1993-05-26,26.718984603881836
1993-05-27,26.627422332763672
1993-05-28,26.49921226501465
1993-06-01,26.755626678466797
1993-06-02,26.718984603881836
1993-06-03,26.627422332763672
1993-06-04,26.535844802856445
1993-06-07,26.44426727294922
1993-06-08,26.206209182739258
1993-06-09,26.297779083251953
1993-06-10,26.316089630126953
1993-06-11,26.425981521606445
1993-06-14,26.38934898376465
1993-06-15,26.33441734313965
1993-06-16,26.38934898376465
1993-06-17,26.48090934753418
1993-06-18,26.262847900390625
1993-06-21,26.31817626953125
1993-06-22,26.33661460876465
1993-06-23,26.09685707092285
1993-06-24,26.447261810302734
1993-06-25,26.428831100463867
1993-06-28,26.72391128540039
1993-06-29,26.594812393188477
1993-06-30,26.594812393188477
1993-07-01,26.521055221557617
1993-07-02,26.373510360717773
1993-07-06,26.09685707092285
1993-07-07,26.17061424255371
1993-07-08,26.465723037719727
1993-07-09,26.53948974609375
1993-07-12,26.521055221557617
1993-07-13,26.502595901489258
1993-07-14,26.594812393188477
1993-07-15,26.484159469604492
1993-07-16,26.410377502441406
1993-07-19,26.391939163208008
1993-07-20,26.465723037719727
1993-07-21,26.447261810302734
1993-07-22,26.262847900390625
1993-07-23,26.391939163208008
1993-07-26,26.53948974609375
1993-07-27,26.521055221557617
1993-07-28,26.465723037719727
1993-07-29,26.613271713256836
1993-07-30,26.465723037719727
1993-08-02,26.53948974609375
1993-08-03,26.557933807373047
1993-08-04,26.557933807373047
1993-08-05,26.502595901489258
1993-08-06,26.53948974609375
1993-08-09,26.687023162841797
1993-08-10,26.668582916259766
1993-08-11,26.668582916259766
1993-08-12,26.594812393188477
1993-08-13,26.63168716430664
1993-08-16,26.77923583984375
1993-08-17,26.8714599609375
1993-08-18,27.019012451171875
1993-08-19,27.019012451171875
1993-08-20,27.037443161010742
1993-08-23,26.98212432861328
1993-08-24,27.277210235595703
1993-08-25,27.295644760131836
1993-08-26,27.314105987548828
1993-08-27,27.295644760131836
1993-08-30,27.406309127807617
1993-08-31,27.480073928833008
1993-09-01,27.443201065063477
1993-09-02,27.350967407226562
1993-09-03,27.369430541992188
1993-09-07,27.18499183654785
1993-09-08,27.0927791595459
1993-09-09,27.148107528686523
1993-09-10,27.387855529785156
1993-09-13,27.406309127807617
1993-09-14,27.295644760131836
1993-09-15,27.369430541992188
1993-09-16,27.25875473022461
1993-09-17,27.205909729003906
1993-09-20,26.98322105407715
1993-09-21,26.890417098999023
1993-09-22,27.11313247680664
1993-09-23,27.26158905029297
1993-09-24,27.187366485595703
1993-09-27,27.484285354614258
1993-09-28,27.428606033325195
1993-09-29,27.3358097076416
1993-09-30,27.280139923095703
1993-10-01,27.410057067871094
1993-10-04,27.44717025756836
1993-10-05,27.410057067871094
1993-10-06,27.391494750976562
1993-10-07,27.317258834838867
1993-10-08,27.3543701171875
1993-10-11,27.410057067871094
1993-10-12,27.44717025756836
1993-10-13,27.44717025756836
1993-10-14,27.799760818481445
1993-10-15,27.94823455810547
1993-10-18,27.87398910522461
1993-10-19,27.669857025146484
1993-10-20,27.70697593688965
1993-10-21,27.669857025146484
1993-10-22,27.539962768554688
1993-10-25,27.61419105529785
1993-10-26,27.595624923706055
1993-10-27,27.61419105529785
1993-10-28,27.81831169128418
1993-10-29,27.81831169128418
1993-11-01,27.892559051513672
1993-11-02,27.87398910522461
1993-11-03,27.521385192871094
1993-11-04,27.22447395324707
1993-11-05,27.3543701171875
1993-11-08,27.391494750976562
1993-11-09,27.410057067871094
1993-11-10,27.61419105529785
1993-11-11,27.539962768554688
1993-11-12,27.669857025146484
1993-11-15,27.651288986206055
1993-11-16,27.78121566772461
1993-11-17,27.632753372192383
1993-11-18,27.558504104614258
1993-11-19,27.502838134765625
1993-11-22,27.3358097076416
1993-11-23,27.484285354614258
1993-11-24,27.595624923706055
1993-11-26,27.61419105529785
1993-11-29,27.502838134765625
1993-11-30,27.521385192871094
1993-12-01,27.558504104614258
1993-12-02,27.632753372192383
1993-12-03,27.74407958984375
1993-12-06,27.836883544921875
1993-12-07,27.81831169128418
1993-12-08,27.81831169128418
