Date,IVZ
2013-09-27,21.593475341796875
2013-09-30,21.465620040893555
2013-10-01,21.680952072143555
2013-10-02,21.77515983581543
2013-10-03,21.559829711914062
2013-10-04,21.78862190246582
2013-10-07,21.47907829284668
2013-10-08,21.19646453857422
2013-10-09,21.640583038330078
2013-10-10,22.824892044067383
2013-10-11,23.114238739013672
2013-10-14,23.31611442565918
2013-10-15,21.81553077697754
2013-10-16,21.580015182495117
2013-10-17,21.842451095581055
2013-10-18,22.05105209350586
2013-10-21,21.889562606811523
2013-10-22,21.869367599487305
2013-10-23,21.842451095581055
2013-10-24,21.970306396484375
2013-10-25,22.118335723876953
2013-10-28,22.0375919342041
2013-10-29,22.44805908203125
2013-10-30,22.145259857177734
2013-10-31,22.71049690246582
2013-11-01,22.771059036254883
2013-11-04,22.44805908203125
2013-11-05,22.145259857177734
2013-11-06,22.24618911743164
2013-11-07,21.781885147094727
2013-11-08,22.42115020751953
2013-11-11,22.58936882019043
2013-11-12,22.347124099731445
2013-11-13,22.39423942565918
2013-11-14,22.925825119018555
2013-11-15,22.922439575195312
2013-11-18,22.83438491821289
2013-11-19,22.75986099243164
2013-11-20,22.6785831451416
2013-11-21,22.88179588317871
2013-11-22,22.963085174560547
2013-11-25,23.20693588256836
2013-11-26,23.3830623626709
2013-11-27,23.728517532348633
2013-11-29,23.606590270996094
2013-12-02,23.803030014038086
2013-12-03,23.701425552368164
2013-12-04,23.65400505065918
2013-12-05,23.29498863220215
2013-12-06,24.0197811126709
2013-12-09,24.16203498840332
2013-12-10,23.965606689453125
2013-12-11,23.464345932006836
2013-12-12,23.29498863220215
2013-12-13,23.423702239990234
2013-12-16,23.755617141723633
2013-12-17,23.34918212890625
2013-12-18,23.952054977416992
2013-12-19,23.87753677368164
2013-12-20,24.27042579650879
2013-12-23,24.554916381835938
2013-12-24,24.676843643188477
2013-12-26,24.75813102722168
2013-12-27,24.717493057250977
2013-12-30,24.622657775878906
2013-12-31,24.656524658203125
2014-01-02,24.297513961791992
2014-01-03,24.46686363220215
2014-01-06,24.636211395263672
2014-01-07,24.852968215942383
2014-01-08,24.744583129882812
2014-01-09,24.412670135498047
2014-01-10,24.28396987915039
2014-01-13,23.742067337036133
2014-01-14,23.857219696044922
2014-01-15,24.0197811126709
2014-01-16,23.84367561340332
2014-01-17,23.714969635009766
2014-01-21,23.73528289794922
2014-01-22,24.28396987915039
2014-01-23,23.701425552368164
2014-01-24,22.6785831451416
2014-01-27,22.407634735107422
2014-01-28,22.64471435546875
2014-01-29,22.387311935424805
2014-01-30,22.6921329498291
2014-01-31,22.52278709411621
2014-02-03,21.601552963256836
2014-02-04,21.987661361694336
2014-02-05,21.5202693939209
2014-02-06,22.184099197387695
2014-02-07,22.272157669067383
2014-02-10,23.09855842590332
2014-02-11,23.267900466918945
2014-02-12,23.267900466918945
2014-02-13,23.389829635620117
2014-02-14,23.274677276611328
2014-02-18,23.2780818939209
2014-02-19,23.05990219116211
2014-02-20,22.971254348754883
2014-02-21,22.868982315063477
2014-02-24,23.066715240478516
2014-02-25,22.73261260986328
2014-02-26,22.575790405273438
2014-02-27,23.264442443847656
2014-02-28,23.387178421020508
2014-03-03,22.739429473876953
2014-03-04,23.489456176757812
2014-03-05,23.4689998626709
2014-03-06,23.441730499267578
2014-03-07,23.53717803955078
2014-03-10,23.769006729125977
2014-03-11,23.69400978088379
2014-03-12,24.259933471679688
2014-03-13,23.73491668701172
2014-03-14,23.54400634765625
2014-03-17,23.796281814575195
2014-03-18,23.92583465576172
2014-03-19,23.809921264648438
2014-03-20,24.716768264770508
2014-03-21,24.64858627319336
2014-03-24,24.675853729248047
2014-03-25,24.709959030151367
2014-03-26,24.737226486206055
2014-03-27,24.63494300842285
2014-03-28,24.8463191986084
2014-03-31,25.228160858154297
2014-04-01,25.54180145263672
2014-04-02,25.691801071166992
2014-04-03,24.9895076751709
2014-04-04,24.307666778564453
2014-04-07,23.6121883392334
2014-04-08,23.953105926513672
2014-04-09,24.239479064941406
2014-04-10,23.673555374145508
2014-04-11,23.243993759155273
2014-04-14,23.462182998657227
2014-04-15,23.6121883392334
2014-04-16,23.987197875976562
2014-04-17,24.014474868774414
2014-04-21,24.09630012512207
2014-04-22,24.348567962646484
2014-04-23,24.389484405517578
2014-04-24,24.12356948852539
2014-04-25,23.782649993896484
2014-04-28,23.72127914428711
2014-04-29,24.014474868774414
2014-04-30,24.007659912109375
2014-05-01,24.559940338134766
2014-05-02,24.519033432006836
2014-05-05,24.39630889892578
2014-05-06,24.04174041748047
2014-05-07,24.35540008544922
2014-05-08,24.219026565551758
2014-05-09,24.444034576416016
2014-05-12,24.662220001220703
2014-05-13,24.573591232299805
2014-05-14,24.429393768310547
2014-05-15,23.770259857177734
2014-05-16,23.81831932067871
2014-05-19,24.11355209350586
2014-05-20,23.98996353149414
2014-05-21,24.237140655517578
2014-05-22,24.319536209106445
2014-05-23,24.49118995666504
2014-05-27,24.752099990844727
2014-05-28,24.67656707763672
2014-05-29,25.150333404541016
2014-05-30,25.198396682739258
2014-06-02,25.27392578125
2014-06-03,25.45931053161621
2014-06-04,25.589765548706055
2014-06-05,25.857534408569336
2014-06-06,26.214567184448242
2014-06-09,26.22830581665039
2014-06-10,26.07038688659668
2014-06-11,26.00171661376953
2014-06-12,25.871265411376953
2014-06-13,25.569164276123047
2014-06-16,25.452434539794922
2014-06-17,25.644689559936523
2014-06-18,25.617218017578125
2014-06-19,25.541696548461914
2014-06-20,25.569164276123047
2014-06-23,25.782007217407227
2014-06-24,25.45931053161621
2014-06-25,25.740806579589844
2014-06-26,25.624086380004883
2014-06-27,25.912466049194336
2014-06-30,25.919336318969727
2014-07-01,26.331287384033203
2014-07-02,26.235166549682617
2014-07-03,26.544139862060547
2014-07-07,26.57160758972168
2014-07-08,26.15277862548828
2014-07-09,26.338165283203125
2014-07-10,25.912466049194336
2014-07-11,26.063514709472656
2014-07-14,26.15964126586914
2014-07-15,26.145904541015625
2014-07-16,26.2489013671875
2014-07-17,25.836944580078125
2014-07-18,26.125307083129883
2014-07-21,26.15277862548828
2014-07-22,26.592193603515625
2014-07-23,26.509803771972656
2014-07-24,26.468608856201172
2014-07-25,26.372488021850586
2014-07-28,26.38620948791504
2014-07-29,26.2214298248291
2014-07-30,26.35188102722168
2014-07-31,25.836944580078125
2014-08-01,25.967390060424805
2014-08-04,26.276363372802734
2014-08-05,25.775146484375
2014-08-06,26.132183074951172
2014-08-07,25.96052360534668
2014-08-08,25.987993240356445
2014-08-11,26.34503173828125
2014-08-12,26.5853328704834
2014-08-13,26.65399742126465
2014-08-14,26.956104278564453
2014-08-15,26.722658157348633
2014-08-18,27.11402130126953
2014-08-19,27.335132598876953
2014-08-20,27.701358795166016
2014-08-21,27.901737213134766
2014-08-22,27.639163970947266
2014-08-25,28.060665130615234
2014-08-26,28.378517150878906
2014-08-27,28.178129196166992
2014-08-28,28.039932250976562
2014-08-29,28.219585418701172
2014-09-02,28.302499771118164
2014-09-03,28.136676788330078
2014-09-04,28.08831024169922
2014-09-05,28.309417724609375
2014-09-08,28.302499771118164
2014-09-09,27.867189407348633
2014-09-10,27.963926315307617
2014-09-11,28.14357566833496
2014-09-12,28.191946029663086
2014-09-15,27.92246437072754
2014-09-16,28.060665130615234
2014-09-17,28.22649574279785
2014-09-18,28.502891540527344
2014-09-19,28.3232364654541
2014-09-22,28.07447624206543
2014-09-23,27.825735092163086
2014-09-24,28.00537872314453
2014-09-25,27.397327423095703
2014-09-26,27.777355194091797
2014-09-29,27.36277961730957
2014-09-30,27.27985382080078
2014-10-01,26.83071517944336
2014-10-02,26.948183059692383
2014-10-03,27.383508682250977
2014-10-06,27.342042922973633
2014-10-07,26.644161224365234
2014-10-08,26.87908935546875
2014-10-09,25.960081100463867
2014-10-10,25.56623649597168
2014-10-13,24.916706085205078
2014-10-14,24.688690185546875
2014-10-15,24.57121467590332
2014-10-16,24.771602630615234
2014-10-17,25.352027893066406
2014-10-20,25.358936309814453
2014-10-21,26.105192184448242
2014-10-22,25.649145126342773
2014-10-23,26.1190128326416
2014-10-24,26.298673629760742
2014-10-27,26.215757369995117
2014-10-28,27.01728057861328
2014-10-29,26.837631225585938
2014-10-30,27.418048858642578
2014-10-31,27.963926315307617
2014-11-03,27.756635665893555
2014-11-04,27.742816925048828
2014-11-05,27.936283111572266
2014-11-06,28.295589447021484
2014-11-07,28.52362060546875
2014-11-10,28.447608947753906
2014-11-11,28.36469078063965
2014-11-12,28.2334041595459
2014-11-13,28.115943908691406
2014-11-14,27.914325714111328
2014-11-17,27.677934646606445
2014-11-18,27.670978546142578
2014-11-19,27.434593200683594
2014-11-20,27.740503311157227
2014-11-21,27.99079132080078
2014-11-24,28.13680648803711
2014-11-25,28.10898780822754
2014-11-26,28.129846572875977
2014-11-28,28.060317993164062
2014-12-01,28.01165008544922
2014-12-02,28.157644271850586
2014-12-03,28.115943908691406
2014-12-04,28.129846572875977
2014-12-05,28.60957908630371
2014-12-08,28.5469913482666
2014-12-09,28.56785011291504
2014-12-10,27.99079132080078
2014-12-11,27.823930740356445
2014-12-12,26.808870315551758
2014-12-15,26.82277488708496
2014-12-16,26.537721633911133
2014-12-17,27.28164291381836
2014-12-18,28.129846572875977
2014-12-19,27.928226470947266
2014-12-22,27.98383903503418
2014-12-23,28.178510665893555
2014-12-24,28.06726837158203
2014-12-26,28.032516479492188
2014-12-29,28.053363800048828
2014-12-30,27.782217025756836
2014-12-31,27.476314544677734
2015-01-02,27.21211051940918
2015-01-05,26.41953468322754
2015-01-06,25.87027931213379
2015-01-07,26.210952758789062
2015-01-08,26.669818878173828
2015-01-09,26.176191329956055
2015-01-12,26.023237228393555
2015-01-13,25.953710556030273
2015-01-14,25.411415100097656
2015-01-15,24.980365753173828
2015-01-16,25.265413284301758
2015-01-20,25.01512336730957
2015-01-21,25.24455451965332
2015-01-22,25.946758270263672
2015-01-23,25.74514389038086
2015-01-26,26.002376556396484
2015-01-27,25.81465721130371
2015-01-28,25.265413284301758
2015-01-29,26.259624481201172
2015-01-30,25.53656005859375
2015-02-02,26.01628303527832
2015-02-03,26.88534927368164
2015-02-04,26.739343643188477
2015-02-05,27.066112518310547
2015-02-06,27.010494232177734
2015-02-09,26.940969467163086
2015-02-10,27.372018814086914
2015-02-11,27.372018814086914
2015-02-12,27.518028259277344
2015-02-13,27.476314544677734
2015-02-17,27.644235610961914
2015-02-18,27.41333770751953
2015-02-19,27.41333770751953
2015-02-20,28.00806427001953
2015-02-23,27.805158615112305
2015-02-24,28.127004623413086
2015-02-25,28.120018005371094
2015-02-26,28.217973709106445
2015-02-27,28.175981521606445
2015-03-02,28.30891990661621
2015-03-03,28.175981521606445
2015-03-04,28.224964141845703
2015-03-05,28.413875579833984
2015-03-06,28.085033416748047
2015-03-09,28.266948699951172
2015-03-10,27.60224723815918
2015-03-11,27.840145111083984
2015-03-12,28.399877548217773
2015-03-13,28.245956420898438
2015-03-16,28.945632934570312
2015-03-17,28.707735061645508
2015-03-18,29.232500076293945
2015-03-19,28.749723434448242
2015-03-20,29.281478881835938
2015-03-23,28.95262908935547
2015-03-24,28.637771606445312
2015-03-25,28.04304313659668
2015-03-26,27.924104690551758
2015-03-27,27.7631778717041
2015-03-30,27.987075805664062
2015-03-31,27.770172119140625
2015-04-01,27.833147048950195
2015-04-02,27.89611053466797
2015-04-06,28.085033416748047
2015-04-07,27.81914710998535
2015-04-08,28.015056610107422
2015-04-09,28.127004623413086
2015-04-10,27.987075805664062
2015-04-13,28.175981521606445
2015-04-14,28.196971893310547
2015-04-15,28.38589096069336
2015-04-16,28.336910247802734
2015-04-17,27.903108596801758
2015-04-20,28.2039737701416
2015-04-21,28.029056549072266
2015-04-22,28.259944915771484
2015-04-23,28.553813934326172
2015-04-24,28.560806274414062
2015-04-27,28.350906372070312
2015-04-28,28.763713836669922
2015-04-29,28.50483512878418
2015-04-30,28.980613708496094
2015-05-01,29.113554000854492
2015-05-04,29.1975154876709
2015-05-05,28.763713836669922
2015-05-06,28.4908447265625
2015-05-07,28.693742752075195
2015-05-08,28.98761749267578
2015-05-11,28.88266372680664
2015-05-12,28.560806274414062
2015-05-13,28.384721755981445
2015-05-14,28.870716094970703
2015-05-15,28.55376625061035
2015-05-18,28.652366638183594
2015-05-19,28.434024810791016
2015-05-20,28.81437110900879
2015-05-21,28.610111236572266
2015-05-22,28.539682388305664
2015-05-26,28.166379928588867
2015-05-27,28.448116302490234
2015-05-28,28.412891387939453
2015-05-29,28.053688049316406
2015-06-01,28.08185577392578
2015-06-02,28.074825286865234
2015-06-03,28.053688049316406
2015-06-04,27.595869064331055
2015-06-05,27.609956741333008
2015-06-08,27.701520919799805
2015-06-09,27.46908950805664
2015-06-10,27.553606033325195
2015-06-11,27.7226505279541
2015-06-12,27.80012321472168
2015-06-15,27.76490592956543
2015-06-16,27.84943199157715
2015-06-17,27.631084442138672
2015-06-18,27.82124137878418
2015-06-19,27.398658752441406
2015-06-22,27.41978645324707
2015-06-23,27.574737548828125
2015-06-24,27.363439559936523
2015-06-25,27.145097732543945
2015-06-26,27.159177780151367
2015-06-29,26.342147827148438
2015-06-30,26.40553855895996
2015-07-01,26.630931854248047
2015-07-02,26.497106552124023
2015-07-06,26.243541717529297
2015-07-07,26.166072845458984
2015-07-08,25.51104164123535
2015-07-09,25.673038482666016
2015-07-10,26.011117935180664
2015-07-13,26.40553855895996
2015-07-14,26.764753341674805
2015-07-15,26.729534149169922
2015-07-16,27.18735694885254
2015-07-17,27.10987091064453
2015-07-20,27.004226684570312
2015-07-21,27.060577392578125
2015-07-22,27.116918563842773
2015-07-23,26.764753341674805
2015-07-24,26.39849281311035
2015-07-27,26.01814842224121
2015-07-28,26.250581741333008
2015-07-29,26.560501098632812
2015-07-30,27.4620418548584
2015-07-31,27.18735694885254
2015-08-03,27.15214729309082
2015-08-04,27.05352210998535
2015-08-05,27.278919219970703
2015-08-06,27.18735694885254
2015-08-07,26.91265869140625
2015-08-10,27.377525329589844
2015-08-11,26.997188568115234
2015-08-12,26.65205955505371
2015-08-13,26.384408950805664
2015-08-14,26.41962432861328
2015-08-17,26.525279998779297
2015-08-18,26.404678344726562
2015-08-19,26.00739860534668
2015-08-20,25.46114730834961
2015-08-21,24.545989990234375
2015-08-24,23.325788497924805
2015-08-25,22.72987174987793
2015-08-26,23.54570770263672
2015-08-27,24.517610549926758
2015-08-28,24.553083419799805
2015-08-31,24.198375701904297
2015-09-01,23.347068786621094
2015-09-02,23.382543563842773
2015-09-03,23.33997344970703
2015-09-04,22.666025161743164
2015-09-08,23.354164123535156
2015-09-09,23.077489852905273
2015-09-10,23.22647476196289
2015-09-11,23.325788497924805
2015-09-14,23.169715881347656
2015-09-15,23.59536361694336
2015-09-16,23.914609909057617
2015-09-17,23.74434471130371
2015-09-18,23.049114227294922
2015-09-21,23.30450439453125
2015-09-22,22.75824737548828
2015-09-23,22.623455047607422
2015-09-24,22.666025161743164
2015-09-25,22.715681076049805
2015-09-28,21.935317993164062
2015-09-29,21.864377975463867
2015-09-30,22.155235290527344
2015-10-01,22.332595825195312
2015-10-02,22.382261276245117
2015-10-05,23.05620765686035
2015-10-06,23.05620765686035
2015-10-07,23.410913467407227
2015-10-08,23.51023292541504
2015-10-09,23.325788497924805
2015-10-12,23.148433685302734
2015-10-13,22.31840705871582
2015-10-14,22.07720375061035
2015-10-15,22.70149803161621
2015-10-16,22.985267639160156
2015-10-19,22.52413558959961
2015-10-20,22.630552291870117
2015-10-21,22.31840705871582
2015-10-22,23.396726608276367
2015-10-23,24.049396514892578
2015-10-26,23.914609909057617
2015-10-27,23.60246467590332
2015-10-28,24.368637084960938
2015-10-29,23.758535385131836
2015-10-30,23.531524658203125
2015-11-02,23.73725128173828
2015-11-03,23.886226654052734
2015-11-04,23.794004440307617
2015-11-05,24.042301177978516
2015-11-06,24.191282272338867
2015-11-09,23.72306251525879
2015-11-10,23.38963508605957
2015-11-11,23.630842208862305
2015-11-12,23.042020797729492
2015-11-13,22.691486358642578
2015-11-16,23.02055549621582
2015-11-17,23.00625228881836
2015-11-18,23.650081634521484
2015-11-19,23.743080139160156
2015-11-20,23.750232696533203
2015-11-23,23.664386749267578
2015-11-24,23.743080139160156
2015-11-25,24.029226303100586
2015-11-27,24.036380767822266
2015-11-30,24.10076141357422
2015-12-01,24.250995635986328
2015-12-02,24.043533325195312
2015-12-03,23.72877311706543
2015-12-04,24.20091438293457
2015-12-07,24.00776481628418
2015-12-08,23.499853134155273
2015-12-09,23.156478881835938
2015-12-10,23.45693016052246
2015-12-11,22.47688102722168
2015-12-14,21.740049362182617
2015-12-15,22.419647216796875
2015-12-16,22.82025718688965
2015-12-17,22.31234359741211
2015-12-18,21.99042320251465
2015-12-21,22.64141273498535
2015-12-22,22.69864273071289
2015-12-23,23.693004608154297
2015-12-24,23.5499267578125
2015-12-28,23.57854461669922
2015-12-29,24.01491928100586
2015-12-30,23.87900161743164
2015-12-31,23.950532913208008
2016-01-04,23.743080139160156
2016-01-05,23.678688049316406
2016-01-06,23.27093505859375
2016-01-07,22.541257858276367
2016-01-08,21.55405044555664
2016-01-11,21.41097640991211
2016-01-12,21.317977905273438
2016-01-13,20.81007194519043
2016-01-14,21.196369171142578
2016-01-15,20.573999404907227
2016-01-19,20.616918563842773
2016-01-20,20.180543899536133
2016-01-21,20.337923049926758
2016-01-22,21.08906364440918
2016-01-25,20.49530601501465
2016-01-26,20.874448776245117
2016-01-27,20.731374740600586
2016-01-28,20.423768997192383
2016-01-29,21.41097640991211
2016-02-01,20.831531524658203
2016-02-02,19.88009262084961
2016-02-03,19.722707748413086
2016-02-04,20.001699447631836
2016-02-05,19.37217903137207
2016-02-08,18.442201614379883
2016-02-09,18.349197387695312
2016-02-10,18.82134437561035
2016-02-11,18.156047821044922
2016-02-12,18.957265853881836
2016-02-16,19.296947479248047
2016-02-17,19.838998794555664
2016-02-18,19.542680740356445
2016-02-19,19.00786018371582
2016-02-22,19.643861770629883
2016-02-23,19.036767959594727
2016-02-24,18.913904190063477
2016-02-25,19.427034378051758
2016-02-26,19.586042404174805
2016-02-29,19.325855255126953
2016-03-01,20.149768829345703
2016-03-02,20.3955020904541
2016-03-03,20.67013931274414
2016-03-04,21.024280548095703
2016-03-07,20.966459274291992
2016-03-08,20.381044387817383
2016-03-09,20.37381935119629
2016-03-10,20.474998474121094
2016-03-11,21.681964874267578
2016-03-14,21.653053283691406
2016-03-15,21.392871856689453
2016-03-16,21.77591896057129
2016-03-17,22.34687614440918
2016-03-18,22.411922454833984
2016-03-21,22.383014678955078
2016-03-22,22.274608612060547
2016-03-23,21.971057891845703
2016-03-24,21.92046546936035
2016-03-28,22.03610610961914
2016-03-29,22.310741424560547
2016-03-30,22.592605590820312
2016-03-31,22.23847007751465
2016-04-01,22.67934226989746
2016-04-04,22.46974754333496
2016-04-05,22.180646896362305
2016-04-06,22.23124122619629
2016-04-07,21.392871856689453
2016-04-08,21.392871856689453
2016-04-11,21.407329559326172
2016-04-12,21.739778518676758
2016-04-13,22.563697814941406
2016-04-14,22.628742218017578
2016-04-15,22.578149795532227
2016-04-18,22.787744522094727
2016-04-19,22.975656509399414
2016-04-20,23.402067184448242
2016-04-21,23.351478576660156
2016-04-22,23.387615203857422
2016-04-25,22.997339248657227
2016-04-26,23.438199996948242
2016-04-27,23.655019760131836
2016-04-28,22.758834838867188
2016-04-29,22.411922454833984
2016-05-02,22.448060989379883
2016-05-03,21.77591896057129
2016-05-04,21.479597091674805
2016-05-05,21.298917770385742
2016-05-06,21.436235427856445
2016-05-09,21.34951400756836
2016-05-10,21.67473793029785
2016-05-11,21.193239212036133
2016-05-12,21.200532913208008
2016-05-13,20.704444885253906
2016-05-16,20.755512237548828
2016-05-17,20.726329803466797
2016-05-18,21.14946746826172
2016-05-19,21.003559112548828
2016-05-20,21.550718307495117
2016-05-23,21.79146385192871
2016-05-24,22.418874740600586
2016-05-25,22.885780334472656
2016-05-26,22.688800811767578
2016-05-27,22.94414710998535
2016-05-31,22.907665252685547
2016-06-01,22.842008590698242
2016-06-02,22.4918270111084
2016-06-03,22.18541717529297
2016-06-06,22.331327438354492
2016-06-07,21.776880264282227
2016-06-08,21.587194442749023
2016-06-09,21.20783042907715
2016-06-10,20.733631134033203
2016-06-13,20.390745162963867
2016-06-14,19.989490509033203
2016-06-15,19.989490509033203
2016-06-16,20.06974220275879
2016-06-17,20.230241775512695
2016-06-20,20.886831283569336
2016-06-21,20.90142059326172
2016-06-22,20.988967895507812
2016-06-23,21.609079360961914
2016-06-24,18.654430389404297
2016-06-27,16.896224975585938
2016-06-28,17.50174903869629
2016-06-29,18.1291561126709
2016-06-30,18.632543563842773
2016-07-01,18.47933578491211
2016-07-05,18.070791244506836
2016-07-06,18.231300354003906
2016-07-07,18.355314254760742
2016-07-08,18.698196411132812
2016-07-11,18.83681869506836
2016-07-12,19.595539093017578
2016-07-13,19.464221954345703
2016-07-14,19.814401626586914
2016-07-15,20.00408172607422
2016-07-18,20.19376564025879
2016-07-19,20.13540267944336
2016-07-20,20.434511184692383
2016-07-21,20.50746726989746
2016-07-22,20.755512237548828
2016-07-25,20.726329803466797
2016-07-26,20.697145462036133
2016-07-27,20.87224006652832
2016-07-28,21.098398208618164
2016-07-29,21.28807830810547
2016-08-01,21.185945510864258
2016-08-02,20.624197006225586
2016-08-03,21.171350479125977
2016-08-04,21.098398208618164
2016-08-05,21.558012008666992
2016-08-08,21.66744613647461
2016-08-09,21.506938934326172
2016-08-10,21.441280364990234
2016-08-11,21.66744613647461
2016-08-12,21.711217880249023
2016-08-15,21.83523941040039
2016-08-16,21.894155502319336
2016-08-17,22.056171417236328
2016-08-18,22.21817970275879
2016-08-19,22.30655860900879
2016-08-22,22.2991886138916
2016-08-23,22.53485107421875
2016-08-24,22.593765258789062
2016-08-25,22.63794708251953
2016-08-26,22.741056442260742
2016-08-29,22.799968719482422
2016-08-30,22.969345092773438
2016-08-31,22.969345092773438
2016-09-01,22.90306282043457
2016-09-02,23.18290901184082
2016-09-06,23.072446823120117
2016-09-07,23.175546646118164
2016-09-08,23.19027328491211
2016-09-09,22.667404174804688
2016-09-12,23.27865219116211
2016-09-13,22.468568801879883
